id$$国标ID,name$$名称,direction$$方向 1-上行 2-下行,dir_name$$道路方向,region_id$$所在地市编码,region_name$$所在地市名称,lat$$纬度,lng$$经度,opma_road_id$$所属高速公路路线编码（运营业务）,opma_road_name$$所属高速公路路线名称（运营业务）,opma_clique_id$$所属集团公司编码,opma_clique_name$$所属集团公司名称,opma_manager_corp_id$$所属管理公司编码,opma_manager_corp_name$$所属管理公司名称,opma_manager_id$$所属运管单位编码,opma_manager_name$$所属运管单位名称,stake_num$$桩号,hex_code$$hex编码,reverse_gantry_hex$$反向门架的hex编码,"work_mode$$工作模式 1-路段门架,2-省界入口门架,3-省界出口门架,4-虚拟门架"
G002537002001320130,青州虚-青州北虚收费门架,2,长春方向,370700,潍坊,36.76638600000000000,118.54691500000000000,G002537,G25长深高速,YG1,山东高速集团,YG118,山东高速潍坊发展有限公司,YG118  ,山东高速潍坊发展有限公司,K1416+400,3D500D,3C5002,1
G002537002002310030,董庄枢纽-临朐虚收费门架,1,深圳方向,370700,潍坊,36.53100000000000000,118.62100000000000000,G002537,G25长深高速,YG1,山东高速集团,YG118,山东高速潍坊发展有限公司,YG118  ,山东高速潍坊发展有限公司,K1444+150,3C5020,3D5021,1
G002537002002420040,临朐虚-董庄枢纽收费门架,2,长春方向,370700,潍坊,36.52400000000000000,118.62000000000000000,G002537,G25长深高速,YG1,山东高速集团,YG118,山东高速潍坊发展有限公司,YG118  ,山东高速潍坊发展有限公司,K1444+930,3D5021,3C5020,1
G002537003000310030,沂水北虚-沂水虚收费门架,1,深圳方向,371300,临沂,35.96723600000000000,118.73237700000000000,G002537,G25长深高速,YG1,山东高速集团,YG113,山东高速临沂发展有限公司,YG113  ,山东高速临沂发展有限公司,K1509+552,3C5102,3D510B,1
G002537003000510050,沂水南虚-沂南北虚收费门架,1,深圳方向,371300,临沂,35.60930800000000000,118.67303800000000000,G002537,G25长深高速,YG1,山东高速集团,YG113,山东高速临沂发展有限公司,YG113  ,山东高速临沂发展有限公司,K1551+752,3C5104,3D5109,1
G002537003001320130,沂水北虚-马站枢纽收费门架,2,长春方向,371300,临沂,36.00575400000000000,118.72577400000000000,G002537,G25长深高速,YG1,山东高速集团,YG113,山东高速临沂发展有限公司,YG113  ,山东高速临沂发展有限公司,K1505+142,3D510C,3C5101,1
G002537004000810150,临沭虚-长深鲁苏收费门架,1,深圳方向,371300,临沂,34.88143400000000000,118.78947200000000000,G002537,G25长深高速,YG1,山东高速集团,YG113,山东高速临沂发展有限公司,YG113  ,山东高速临沂发展有限公司,K1640+100,3E5205,3F5206,3
G002537004000920160,长深鲁苏-临沭虚收费门架,2,长春方向,371300,临沂,34.88122100000000000,118.79056200000000000,G002537,G25长深高速,YG1,山东高速集团,YG113,山东高速临沂发展有限公司,YG113  ,山东高速临沂发展有限公司,K1640+152,3F5206,3E5205,2
S002737003002910290,淄川东虚-洪山枢纽收费门架,1,临沂方向,370300,淄博,36.63039800000000000,118.05614800000000000,S002737,S27沾临高速,YG1,山东高速集团,YG121,山东高速淄博发展有限公司,YG121  ,山东高速淄博发展有限公司,K136+237,3CA603,3DA604,1
S002737003003020300,洪山枢纽-淄川东虚收费门架,2,沾化方向,370300,淄博,36.62967200000000000,118.05562000000000000,S002737,S27沾临高速,YG1,山东高速集团,YG121,山东高速淄博发展有限公司,YG121  ,山东高速淄博发展有限公司,K136+337,3DA604,3CA603,1
S002737003003820380,南鲁山虚-鲁山虚收费门架,2,沾化方向,370300,淄博,36.35085000000000000,118.09040200000000000,S002737,S27沾临高速,YG1,山东高速集团,YG121,山东高速淄博发展有限公司,YG121  ,山东高速淄博发展有限公司,K175+887,3DA60C,3CA60B,1
G002037002001320040,大牟家枢纽-高密西虚收费门架,2,青岛方向,370700,潍坊,36.52800000000000000,119.63700000000000000,G002037,G20青银高速,YG1,山东高速集团,YG101,山东高速股份有限公司,YG10112,青岛运管中心,K098+200,3D1222,3C1221,1
G002237003001620160,悦庄枢纽-张家坡虚收费门架,2,青岛方向,370300,淄博,36.09572200000000000,118.40568300000000000,G002237,G22青兰高速,YG1,山东高速集团,YG121,山东高速淄博发展有限公司,YG121  ,山东高速淄博发展有限公司,K220+200,3D3D14,3C3D13,1
G181537001004320230,白芬子枢纽-安丘南虚收费门架,2,潍坊港方向,370700,潍坊,36.34400000000000000,119.16633000000000000,G181537,G1815潍日高速,YG1,山东高速集团,YG101,山东高速股份有限公司,YG10114,潍日运管中心,K086+320,3D6742,3C6705,1
S000137001001510150,齐河西虚-刘桥枢纽收费门架,1,聊城方向,371400,德州,36.69591100000000000,116.62999900000000000,S000137,S1济聊高速,YG1,山东高速集团,YG107,山东高速德州发展有限公司,YG107  ,山东高速德州发展有限公司,K018+090,3C1B19,3D1B1A,1
S000137001001720170,潘店虚-刘桥枢纽收费门架,2,济南方向,371400,德州,36.65278300000000000,116.49390400000000000,S000137,S1济聊高速,YG1,山东高速集团,YG107,山东高速德州发展有限公司,YG107  ,山东高速德州发展有限公司,K031+350,3D1B1C,3C1B1B,1
G002537005002310040,博兴北枢纽-博兴北虚收费门架,1,深圳方向,,,37.23747900000000000,118.21530100000000000,G002537,G25长深高速,YG1,山东高速集团,YG101,山东高速股份有限公司,YG10110,淄博运管中心,K1329+950,3C7E11,3D7E12,1
G002037005003220040,淄博东枢纽-临淄虚收费门架,2,青岛方向,370300,淄博,36.85496000000000000,118.27800000000000000,G002037,G20青银高速,YG1,山东高速集团,YG101,山东高速股份有限公司,YG10110,淄博运管中心,K229+830,3D0E3D,3C0E3C,1
G002537005002120020,博兴北枢纽-博兴虚收费门架,2,长春方向,,,37.23600000000000000,118.09800000000000000,G002537,G25长深高速,YG1,山东高速集团,YG101,山东高速股份有限公司,YG10110,淄博运管中心,K1323+800,3D7E10,3C7E0F,1
S002937003005110030,昆仑枢纽-博山北虚收费门架,1,台儿庄方向,,,36.59353400000000000,117.84044800000000000,S002937,S29滨台高速,YG1,山东高速集团,YG121,山东高速淄博发展有限公司,YG121  ,山东高速淄博发展有限公司,K091+250,3C6F13,3D6F14,1
S002937003005220040,博山北虚-昆仑枢纽收费门架,2,滨州方向,,,36.59280400000000000,117.84057400000000000,S002937,S29滨台高速,YG1,山东高速集团,YG121,山东高速淄博发展有限公司,YG121  ,山东高速淄博发展有限公司,K091+350,3D6F14,3C6F13,1
S002137001000110010,明村枢纽-大牟家虚收费门架,1,董家口方向,370700,潍坊,36.67692600000000000,119.58438700000000000,S002137,S21新董高速,YG1,山东高速集团,YG118,山东高速潍坊发展有限公司,YG118  ,山东高速潍坊发展有限公司,K031+560,3CA529,3DA52A,1
S002137001004120370,明董桃园虚-林家村虚收费门架,2,新河方向,370700,潍坊,35.95672700000000000,119.64429700000000000,S002137,S21新董高速,YG1,山东高速集团,YG118,山东高速潍坊发展有限公司,YG118  ,山东高速潍坊发展有限公司,K118+870,3DA523,3CA521,1
S002137001004220380,林家村虚-辛兴南虚收费门架,2,新河方向,370700,潍坊,35.99810000000000000,119.62776300000000000,S002137,S21新董高速,YG1,山东高速集团,YG118,山东高速潍坊发展有限公司,YG118  ,山东高速潍坊发展有限公司,K112+465,3DA520,3CA51F,1
S002137001004720430,井沟枢纽-阚家虚收费门架,2,新河方向,370700,潍坊,36.35118300000000000,119.62711500000000000,S002137,S21新董高速,YG1,山东高速集团,YG118,山东高速潍坊发展有限公司,YG118  ,山东高速潍坊发展有限公司,K069+840,3DA516,3CA515,1
G002537004002820210,河东虚-莒南西虚收费门架,2,长春方向,371300,临沂,35.24815700000000000,118.62846200000000000,G002537,G25长深高速,YG1,山东高速集团,YG113,山东高速临沂发展有限公司,YG113  ,山东高速临沂发展有限公司,K1592+800,3D521D,3C521E,1
S002737003005820580,西里虚-中庄虚收费门架,2,沾化方向,370300,淄博,36.08349400000000000,118.29732200000000000,S002737,S27沾临高速,YG1,山东高速集团,YG121,山东高速淄博发展有限公司,YG121  ,山东高速淄博发展有限公司,K215+106,3DA630,3CA62F,1
S002737003005910590,西里虚-高庄北虚收费门架,1,临沂方向,370300,淄博,36.08349400000000000,118.29732200000000000,S002737,S27沾临高速,YG1,山东高速集团,YG121,山东高速淄博发展有限公司,YG121  ,山东高速淄博发展有限公司,K222+856,3CA631,3DA915,1
G991137002000610050,稍门枢纽-垛石虚收费门架,1,,,,36.89965079640000000,116.54498288100000000,G991137,G9911济南都市圈环线,YG1,山东高速集团,YG101,山东高速股份有限公司,YG10102,夏津运管中心,K170+410,3CAA0B,3DAA0D,1
G991137002001710150,临邑兴隆虚-禹城北虚收费门架,1,,,,37.04171370370000000,116.84343560800000000,G991137,G9911济南都市圈环线,YG1,山东高速集团,YG107,山东高速德州发展有限公司,YG107  ,山东高速德州发展有限公司,K208+210,3CAA14,3DAA15,1
G991137002002220200,禹城北虚-临邑兴隆虚收费门架,2,,,,37.04209841680000000,116.84640082900000000,G991137,G9911济南都市圈环线,YG1,山东高速集团,YG107,山东高速德州发展有限公司,YG107  ,山东高速德州发展有限公司,K208+490,3DAA15,3CAA14,1
G991137002002420220,临南虚-郭家屯枢纽收费门架,2,,,,37.03166136990000000,116.65788144400000000,G991137,G9911济南都市圈环线,YG1,山东高速集团,YG107,山东高速德州发展有限公司,YG107  ,山东高速德州发展有限公司,K190+960,3DAA11,3CAA10,1
G991137002002620230,郭家屯枢纽-垛石虚收费门架,2,,,,36.94931413360000000,116.54761224700000000,G991137,G9911济南都市圈环线,YG1,山东高速集团,YG101,山东高速股份有限公司,YG10102,夏津运管中心,K176+060,3DAA0F,3CAA0E,1
G991137002002820250,稍门枢纽-济阳闻韶虚收费门架,2,,,,36.83062624040000000,116.55193765300000000,G991137,G9911济南都市圈环线,YG1,山东高速集团,YG101,山东高速股份有限公司,YG10102,夏津运管中心,K162+460,3DAA0A,3CAA09,1
S000537002000410010,济高黄河枢纽-码头虚收费门架,1,,,,37.04278900000000000,117.39443800000000000,S000537,S5济高高速,YG1,山东高速集团,YG110,山东高速济南发展有限公司,YG110  ,山东高速济南发展有限公司,K033+926,3C9717,3D9716,1
G200137001000620060,小许家枢纽-机场枢纽收费门架,2,,,,36.78411800000000000,117.19877900000000000,G200137,G2001济南绕城高速,YG1,山东高速集团,YG110,山东高速济南发展有限公司,YG110  ,山东高速济南发展有限公司,K6+885,3DA808,3CA807,1
G000337008003610020,峄城虚-台儿庄西虚收费门架,1,,,,34.59445700000000000,117.41410600000000000,G000337,G3京台高速,YG1,山东高速集团,YG101,山东高速股份有限公司,YG10106,枣庄运管中心,K653+370,3C092F,3D0930,1
G000337008003620020,台儿庄西虚-峄城虚收费门架,2,,,,34.58537700000000000,117.41588300000000000,G000337,G3京台高速,YG1,山东高速集团,YG101,山东高速股份有限公司,YG10106,枣庄运管中心,K654+430,3D0930,3C092F,1
G001837017001910180,养马岛虚-烟海荣乌枢纽收费门架,1,,,,37.42255500000000000,121.56841900000000000,G001837,G18荣乌高速,YG1,山东高速集团,YG101,山东高速股份有限公司,YG10115,烟台运管中心,K131+100,3CA717,3DA718,1
G001837017002620230,酒馆虚-北海虚收费门架,2,,,,37.45990600000000000,121.90901800000000000,G001837,G18荣乌高速,YG1,山东高速集团,YG101,山东高速股份有限公司,YG10115,烟台运管中心,K99+400,3DA710,3CA70F,1
S003637001006110330,滕州东虚-滕州北枢纽收费门架,1,滕州方向,370400,枣庄,35.17600000000000000,117.24500000000000000,S003637,S36临滕高速,YG1,山东高速集团,YG120,山东高速枣庄发展有限公司,YG120  ,山东高速枣庄发展有限公司,K216+200,3CAC15,3DAC16,1
S001437001000610040,大年陈虚-姜楼虚收费门架,1,武城方向,,,37.20800000000000000,117.50500000000000000,S001437,S14高武高速,YG1,山东高速集团,YG106,山东高速滨州发展有限公司,YG106  ,山东高速滨州发展有限公司,K14+700,3CAB09,3DAB0A,1
G003537001005510010,梁山虚-信楼枢纽收费门架,1,菏泽方向,,,35.67569000000000000,116.20759000000000000,G003537,G35济广高速,YG1,山东高速集团,YG102,齐鲁高速公路股份有限公司,YG10201,济菏运管中心,K180+848,3C3B47,3D3B48,1
G003537001005620010,信楼枢纽-梁山虚收费门架,2,济南方向,,,35.67520500000000000,116.20684300000000000,G003537,G35济广高速,YG1,山东高速集团,YG102,齐鲁高速公路股份有限公司,YG10201,济菏运管中心,K180+951,3D3B48,3C3B47,1
S002937005000620140,山亭东虚-白彦枢纽收费门架,2,滨州方向,,,35.09100000000000000,117.54000000000000000,S002937,S29滨台高速,YG1,山东高速集团,YG120,山东高速枣庄发展有限公司,YG120  ,山东高速枣庄发展有限公司,K277+730,3D8E22,3C8E21,1
G151137005001620190,兖州虚-曲阜南虚收费门架,2,日照方向,370800,济宁,35.53149600000000000,116.96476100000000000,G151137,G1511日兰高速,YG1,山东高速集团,YG111,山东高速济宁发展有限公司,YG111  ,山东高速济宁发展有限公司,K236+480,3DAF20,3CAF1F,1
G151137005002310090,济宁北虚-东济日兰立交收费门架,1,兰考方向,,,35.52988100000000000,116.50049900000000000,G151137,G1511日兰高速,YG1,山东高速集团,YG111,山东高速济宁发展有限公司,YG111  ,山东高速济宁发展有限公司,K279+260,3CAF1A,3DAF1B,1
G151137005002420160,东济日兰立交-济宁北虚收费门架,2,日照方向,370800,济宁,35.52953700000000000,116.49942900000000000,G151137,G1511日兰高速,YG1,山东高速集团,YG111,山东高速济宁发展有限公司,YG111  ,山东高速济宁发展有限公司,K279+310,3DAF1B,3CAF1A,1
G151137005002620150,济宁西虚-东济日兰立交收费门架,2,日照方向,,,35.51966400000000000,116.45223900000000000,G151137,G1511日兰高速,YG1,山东高速集团,YG111,山东高速济宁发展有限公司,YG111  ,山东高速济宁发展有限公司,K283+960,3DAF1D,3CAF1C,1
S000137003000820010,冠县虚-冠县东虚收费门架,2,济南方向,371500,聊城,36.48757800000000000,115.63919500000000000,S000137,S1济聊高速,YG1,山东高速集团,YG112,山东高速聊城发展有限公司,YG112  ,山东高速聊城发展有限公司,K113+800,3DB00A,3CB007,1
S000137003000910020,冠县虚-冠县西收费门架,1,聊城方向,371500,聊城,36.52325300000000000,115.45740100000000000,S000137,S1济聊高速,YG1,山东高速集团,YG112,山东高速聊城发展有限公司,YG112  ,山东高速聊城发展有限公司,K130+900,3EB008,3FB009,3
G002537005002710010,青田虚-博兴虚收费门架,1,深圳方向,371600,滨州,37.22597347130000000,118.06005021000000000,G002537,G25长深高速,YG1,山东高速集团,YG106,山东高速滨州发展有限公司,YG106  ,山东高速滨州发展有限公司,K1317,3C7E17,3D7E13,1
G003537001002510240,长清虚-孝里虚门架2,1,广州方向,370100,济南,36.39304800000000000,116.65561000000000000,G003537,G35济广高速,YG1,山东高速集团,YG102,齐鲁高速公路股份有限公司,YG10201,济菏运管中心,K084+900,,,
G002237005000110010,青岛西虚-青岛高新虚门架,1,兰州方向,370200,青岛,36.23468800000000000,120.27617200000000000,G002237,G22青兰高速,YG1,山东高速集团,YG114,山东高速青岛发展有限公司,YG11402,山东高速青岛公路有限公司,K022+600,,,
G002237005001120110,河套虚-青岛高新虚门架,2,青岛方向,370200,青岛,36.23814100000000000,120.23870500000000000,G002237,G22青兰高速,YG1,山东高速集团,YG114,山东高速青岛发展有限公司,YG11402,山东高速青岛公路有限公司,K026+100,,,
G002037005001520150,淄博高新区虚-临淄虚门架,2,青岛方向,370300,淄博,36.85500800000000000,118.27807900000000000,G002037,G20青银高速,YG1,山东高速集团,YG101,山东高速股份有限公司,YG10110,淄博运管中心,K229+830,,,
S002937003000610060,淄川虚-博山北虚收费门架,1,台儿庄方向,370300,淄博,36.64665700000000000,117.87401900000000000,S002937,S29滨台高速,YG1,山东高速集团,YG121,山东高速淄博发展有限公司,YG121  ,山东高速淄博发展有限公司,K084+750,,,
S010137001000110010,唐王枢纽-董家虚收费门架,1,上海方向,370100,济南,36.76000000000000000,117.31841300000000000,S010137,S0101济南市绕城二环高速,YG1,山东高速集团,YG110,山东高速济南发展有限公司,YG110  ,山东高速济南发展有限公司,K004+900,,,
G002537002000410040,青州南虚-临朐虚收费门架,1,深圳方向,370700,潍坊,36.60343200000000000,118.60772500000000000,G002537,G25长深高速,YG1,山东高速集团,YG118,山东高速潍坊发展有限公司,YG118  ,山东高速潍坊发展有限公司,K1435+752,,,
G003537003000210020,王官屯枢纽-郓城南虚门架,1,广州方向,371700,菏泽,35.46128295000000000,116.04827250000000000,G003537,G35济广高速,YG1,山东高速集团,YG109,山东高速菏泽发展有限公司,YG109  ,山东高速菏泽发展有限公司,K210+970,,,
